institution,ukprn,region,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,region_code,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
University of Chichester,10007137,South East,26,"Sport and Exercise Sciences, Leisure and Tourism",43831,"
    High Speed Marine Craft benefits to users and industry.
    ",C,3.4330000000000003,High,2.0,19.656914442504387,13.77016378980627,18.856226548536583,21.786648680059777,0.2097,0.0,0.0772,0.4767,0.7184,38,17,9,['£4.5M'],£0.0 million,1268,4
University of Chichester,10007137,South East,26,"Sport and Exercise Sciences, Leisure and Tourism",43959,"
    Uptake of beta-alanine supplementation by the global sports nutrition
        industry
    ",C,3.4330000000000003,High,2.0,24.977451612903252,13.640475,17.603168614528,19.162851274616408,0.179,-0.0155,0.0,0.3793,0.7709,22,5,9,"['$4.8M', '515.000', '$4.8 million', '£162 million']",£166.8 million,801,2
University of Essex,10007791,East,26,"Sport and Exercise Sciences, Leisure and Tourism",43969,"
    Green Exercise: Benefits to health and well-being from exercise in green
      surroundings
    ",C,3.2,High,3.0,25.130819140658787,12.684605161234547,17.09526824978832,18.166312508089916,0.3801,0.0,0.4588,0.6705,0.7946,15,6,5,['£7.5M'],£0.0 million,1078,2
University of Essex,10007791,East,26,"Sport and Exercise Sciences, Leisure and Tourism",43971,"
    Developing optical measurements of muscle physiology
    ",C,3.2,High,3.0,35.478090671316494,13.049212467306015,15.374374764334775,15.073351420695872,0.1811,-0.0512,0.0,0.4939,0.7457,35,10,9,['$9.04M'],£0.0 million,1559,2
University of Abertay Dundee,10007849,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",43975,"
    Coach development and education
    ",C,2.0,Low,10.0,22.0176996389892,12.505661280385079,18.113493000719114,21.375559566787004,0.2012,0.0,0.0129,0.4166,0.6738,22,2,1,[],,831,2
University of Abertay Dundee,10007849,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",43977,"
    High intensity training
    ",C,2.0,Low,10.0,37.011761904761926,11.737107830687831,15.157562786241641,16.341781002638527,0.2524,0.0,0.0,0.5636,0.8959,14,3,2,[],,758,2
University of Stirling,10007804,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",44093,"
    Developing the capacity of National Sport Associations (NSAs)
    ",C,2.1,Low,10.0,26.992803030303037,11.784240151515151,18.1352568364455,17.73823551542513,0.2202,0.0,0.2369,0.4206,0.6224,19,1,6,[],,886,5
University of Stirling,10007804,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",44094,"
    Development of athlete career transition support
    ",C,2.1,Low,10.0,21.852939896373073,12.715440746113991,18.200359774816437,20.979922480620154,0.416,-0.0155,0.4019,0.7579,0.9373,10,1,3,[],,774,5
University of Stirling,10007804,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",44095,"
    Monitoring and Evaluation of Sport-for-Development
    ",C,2.1,Low,10.0,17.468741152679485,11.793012167172229,17.959295181805086,21.554702341137123,0.421,0.0,0.4404,0.7351,0.8189,9,3,4,[],,780,3
University of Sunderland,10007159,North East,26,"Sport and Exercise Sciences, Leisure and Tourism",44155,"
    Integrated e-Services for Advanced Access to Heritage in Cultural Tourist
      Destinations (ISAAC)
    ",C,2.0,Low,8.0,8.774719235571581,13.37493679245283,19.568761977592484,20.643284867695705,0.252,0.0,0.2023,0.4404,0.6896,13,4,4,[],,907,2
University of Sunderland,10007159,North East,26,"Sport and Exercise Sciences, Leisure and Tourism",44199,"
    Migration and demographic change in the North East of England
    ",C,2.0,Low,8.0,30.778946669304503,12.438294714976118,15.777949817565116,14.711798078003817,0.2344,0.0,0.0,0.5097,0.6886,12,3,6,[],,868,2
University of the West of Scotland,10007800,Scotland,26,"Sport and Exercise Sciences, Leisure and Tourism",44277,"
    Harm reduction in Steroid (Ab)users; an international perspective
    ",C,1.2,Low,10.0,29.545950455005084,12.515003721893207,16.341284387112896,16.053738263758483,-0.0273,-0.72,0.0,0.3663,0.6489,14,3,4,[],,966,2
"St Mary's University, Twickenham",10007843,London,26,"Sport and Exercise Sciences, Leisure and Tourism",44505,"
    Injury and concussion in rugby
    ",C,1.7,Low,0.0,44.35022270901791,11.19782537422417,14.02287970970757,13.180771723256662,0.0986,-0.467,0.0,0.41,0.6147,15,2,0,[],,664,4
"St Mary's University, Twickenham",10007843,London,26,"Sport and Exercise Sciences, Leisure and Tourism",44506,"
    Improving the health and performance of distance runners
    ",C,1.7,Low,0.0,22.490572093023303,13.791564674418604,17.21539325266232,19.56904624277456,0.0762,-0.0843,0.0,0.0772,0.5176,24,9,1,[],,692,2
Loughborough University,10004113,East Midlands,26,"Sport and Exercise Sciences, Leisure and Tourism",44578,"
    The first national policy recommendations on sedentary behaviour
    ",C,3.75,High,5.0,20.94494186046515,12.494575378368403,17.931933174767593,19.24754470046083,0.1573,0.0,0.0,0.3659,0.6423,8,5,3,[],,775,2
University of East Anglia,10007789,East,27,Area Studies,1441,"
    Intercultural Communication: Changing practice, perceptions, and
        values
    ",D,3.5,High,3.0,7.611312809624934,12.809409271054493,19.76632135587684,23.68507535927094,0.3368,0.0,0.4404,0.5719,0.8453,22,2,6,[],,951,2
University of East Anglia,10007789,East,27,Area Studies,1442,"
    Recovering, Reclaiming and Communicating Native American Histories
    ",D,3.5,High,3.0,30.733475066398626,12.30262615483903,17.152281768881014,18.023783167187418,0.1063,-0.4199,0.0,0.4215,0.7003,18,13,16,"['700,000']",£0.7 million,1034,2
University of Sheffield,10007157,Yorkshire And Humberside,27,Area Studies,3354,"
    Promoting understanding of Japan's role in global summitry
    ",D,2.7,Low,,16.982582212257114,12.950123617339313,19.661554785965695,22.8471225710015,0.2997,0.0,0.3818,0.4939,0.6589,24,6,5,[],,892,2
University of Sheffield,10007157,Yorkshire And Humberside,27,Area Studies,3355,"
Repositioning Public Understanding of East Asian Development: Employment
and Regional Depopulation in Japan
",D,2.7,Low,,15.918205128205159,13.154440476190478,17.85298416824854,18.463262266883937,0.1863,-0.2117,0.0,0.4444,0.7977,39,11,15,[],,1052,4
University of Oxford,10007774,South East,27,Area Studies,3708,"
    Promoting free and fair elections and democratization in Africa
    ",D,3.05,High,2.0,21.487948649890285,12.53033048951049,19.1210795636324,20.078800892359176,0.2582,-0.3683,0.2952,0.6249,0.7755,49,16,15,"['almost £70,000']",£0.07 million,1793,2
University of Oxford,10007774,South East,27,Area Studies,3709,"
    Uncovering Evidence of Torture and Abuse during the Mau Mau Emergency in
      Colonial Kenya
    ",D,3.05,High,2.0,20.777501403705827,12.753856653565414,18.5315271688688,20.855685008422235,-0.2419,-0.8992,-0.1779,0.0769,0.5708,7,11,4,"['around £13.9 million', '2,600']",£13.9 million,822,2
University of Oxford,10007774,South East,27,Area Studies,4879,"
    Informing Policy on the Stimulant Drug Khat
    ",D,3.05,High,2.0,31.320816211334403,11.922430074508918,17.284191186976788,17.453860577735234,-0.0002,-0.6121,0.0,0.3182,0.5203,20,6,7,['over £2 million'],£2.0 million,1239,2
University of Oxford,10007774,South East,27,Area Studies,4880,"
    Reforming the System for Looked-After Children in Japan
    ",D,3.05,High,2.0,25.55048361874489,12.222775266611977,17.867819319788268,22.296195785597384,0.2202,-0.296,0.0772,0.5646,0.7351,16,7,5,[],,1222,2
University of Oxford,10007774,South East,27,Area Studies,8846,"
    Jews and Judaism in the Roman World
    ",D,3.05,High,2.0,30.34832806126701,11.696373395488221,16.689078388715778,17.700510865500476,0.1379,-0.2755,0.0,0.3933,0.6486,24,15,25,[],,1174,2
University of Oxford,10007774,South East,27,Area Studies,8847,"
    Exploring ancient Egypt via the Griffith Institute
    ",D,3.05,High,2.0,26.907750571037013,12.669644294198266,17.498982368089422,18.825332156885068,0.2367,0.0,0.064,0.4851,0.758,44,21,27,[],,1597,2
University of Portsmouth,10007155,South East,27,Area Studies,10815,"
    Transforming the educational delivery and public understanding of French
      Revolutionary Terror (UOP27TERROR)
    ",D,3.24,High,2.0,25.388070439323457,11.966492235213988,16.52667757954773,17.450666893115944,0.1692,-0.5199,0.0,0.5536,0.8051,27,13,18,[],,1152,2
University of Wolverhampton,10007166,West Midlands,27,Area Studies,12911,"
Research on Caste, Gender and Ethnicity of South Asians (including,
Diaspora) and its impact on campaigns for legislative changes in the UK and India.
",D,1.5,Low,4.0,16.63204484709641,13.720995275781874,19.693510409737566,24.08515311400786,0.0851,-0.4535,0.0,0.3818,0.591,37,20,13,['14'],£0.0 million,1074,2
University of Portsmouth,10007155,South East,27,Area Studies,15875,"
    Exhibiting Europe: Transnationalizing Museum Networks and Narratives
      (UOP27EXHIBITING)
    ",D,3.24,High,2.0,17.176263736263763,12.250829420933677,18.78746608530847,18.002207962891383,0.2276,0.0,0.0,0.4703,0.6846,22,10,13,[],,995,2
University of Portsmouth,10007155,South East,27,Area Studies,15883,"
    Popular Culture and the City: Exhibiting Inclusive and Challenging Urban
      Histories (UOP27POPULAR)
    ",D,3.24,High,2.0,22.558032871083725,12.653341487658238,18.40630714600081,20.274193577566713,0.3477,0.0,0.2732,0.6901,0.8052,17,5,2,"['223,500', '223,500']",£0.45 million,1005,2
University of Portsmouth,10007155,South East,27,Area Studies,15987,"
    French and British Africa policy. Enhancing Understanding, Improving
      cooperation (UOP27POLICY)
    ",D,3.24,High,2.0,19.792951833090086,12.397633545118914,19.126937074199486,20.95781366619483,0.3164,-0.2187,0.2732,0.6814,0.8197,15,5,15,[],,1227,2
University of Cambridge,10007788,East,27,Area Studies,17094,"
    The linguistic heritage of the Modern Assyrian Communities
    ",D,3.1,High,3.0,27.483395802098983,12.445461052806928,16.918120490482874,16.347912211358434,0.1522,0.0,0.0,0.3289,0.6953,20,5,16,[],,1045,2
University of Cambridge,10007788,East,27,Area Studies,17095,"
    The arts of the book in Persian culture
    ",D,3.1,High,3.0,23.73913020696881,13.118906706837832,18.567293753274257,20.20926905947079,0.3309,0.0,0.2732,0.6275,0.8396,22,14,19,['$2 million'],£2.0 million,1041,2
University of Cambridge,10007788,East,27,Area Studies,17096,"
    Food and morality in ancient China
    ",D,3.1,High,3.0,35.341140979689385,12.7723339307049,15.172626615295595,15.470287933094383,0.0744,-0.4215,0.0,0.34,0.6069,8,2,11,[],,620,2
University of Oxford,10007774,South East,27,Area Studies,19234,"
    The Arab Spring: providing advice and informed analysis
    ",D,3.05,High,2.0,26.815545494699677,12.433276880363453,16.912606719989654,16.874922228933855,0.0632,-0.4134,0.0,0.1213,0.5332,37,13,22,[],,1419,2
University of Oxford,10007774,South East,27,Area Studies,19235,"
    Promoting Understanding of Syriac Christianity
    ",D,3.05,High,2.0,25.677263911119496,12.323179597024762,18.293737115249716,18.947789287661443,0.1718,-0.2531,0.1027,0.4404,0.5697,32,13,16,[],,1237,2
University of Cambridge,10007788,East,27,Area Studies,20180,"
    Regional security in East Asia and the Political Situation on the Korean
      Peninsula
    ",D,3.1,High,3.0,26.064165594165615,12.928395152295153,18.001758247042904,18.24558773058773,0.2231,0.0,0.0,0.4309,0.8074,36,10,14,[],,1036,2
University of Chester,10007848,North West,27,Area Studies,21062,"
    Memories of a Lost Shark: Framing cultural imaginaries of Havana,
        Cuba
    ",D,2.6,Low,6.0,18.033969362032224,12.426100736862518,19.65698465324922,21.84692227438706,0.1575,-0.0593,0.0,0.4019,0.5813,23,10,11,[],,1917,2
University of Chester,10007848,North West,27,Area Studies,21147,"
    Visions of Development and Slavery in Contemporary Francophone African
        Art
    
     
     
    ",D,2.6,Low,6.0,17.252966537966557,13.2731712998713,18.523763848230008,18.572327586206896,0.0709,-0.4683,0.0,0.3289,0.5383,12,10,19,[],,1044,2
University of Edinburgh,10007790,Scotland,27,Area Studies,24005,"
    Bringing China to Scotland: Transformed Understandings Across the
        Public and Private Sectors
    ",D,2.766,Low,10.0,35.18219156279321,11.90227247017826,15.579741850924794,15.725332932210186,0.3212,0.0,0.4204,0.6041,0.7747,27,3,5,[],,831,4
University of Edinburgh,10007790,Scotland,27,Area Studies,24006,"
    Challenging Stereotypes about Islam in Scottish Civil Society
    ",D,2.766,Low,10.0,25.827151531728703,12.751238555798688,16.73815184977998,17.224847660500544,0.1704,-0.1639,0.0,0.4284,0.6431,22,4,8,[],,919,2
University of Edinburgh,10007790,Scotland,27,Area Studies,24007,"
    Literary Translation: Building Audiences, Training Practitioners
    ",D,2.766,Low,10.0,12.723493249758945,13.979389103182257,19.523083473141817,21.428787684823654,0.26,0.0,0.0,0.4939,0.7898,17,7,8,[],,919,6
University of Westminster,10007165,London,27,Area Studies,24410,"
     Gender difference, gender rights and social change in China
    ",D,2.4,Low,0.0,4.001051829268306,13.8193,20.794792227450355,28.275824324324326,0.4599,0.0896,0.4939,0.6211,0.7973,19,5,7,[],,740,2
University of Westminster,10007165,London,27,Area Studies,24506,"
    Visual culture, history and memory of Mao's China
    ",D,2.4,Low,0.0,7.445138820638846,13.395035724815726,20.55063469129514,25.4000245398773,0.1582,-0.0976,0.0386,0.3505,0.5689,16,4,12,[],,815,3
University of Nottingham,10007154,East Midlands,27,Area Studies,29891,"
    Abolitionism Then and Now: Contributions to Antislavery Debate, Policy
      and Practice
    ",D,3.633,High,5.0,15.596910239061799,13.308997686706618,19.190719470028544,22.7936278110703,-0.121,-0.7553,0.0,0.2722,0.5359,29,14,19,[],,1478,4
University of Nottingham,10007154,East Midlands,27,Area Studies,29891,"
    Abolitionism Then and Now: Contributions to Antislavery Debate, Policy
      and Practice
    ",D,2.9670000000000005,High,5.0,15.596910239061799,13.308997686706618,19.190719470028544,22.7936278110703,-0.121,-0.7553,0.0,0.2722,0.5359,29,14,19,[],,1478,4
University of Nottingham,10007154,East Midlands,27,Area Studies,29892,"
    Learning from History: Providing Expert Advice to the UK Government to
      Inform its Nuclear Defence Policy
    ",D,3.633,High,5.0,7.6291432225064,13.201579113384485,22.11354372317137,25.011292980960498,0.1882,-0.6596,0.3818,0.4927,0.6767,13,5,4,"['over £20 billion', 'over £20 billion']",£40000.0 million,918,2
University of Nottingham,10007154,East Midlands,27,Area Studies,29892,"
    Learning from History: Providing Expert Advice to the UK Government to
      Inform its Nuclear Defence Policy
    ",D,2.9670000000000005,High,5.0,7.6291432225064,13.201579113384485,22.11354372317137,25.011292980960498,0.1882,-0.6596,0.3818,0.4927,0.6767,13,5,4,"['over £20 billion', 'over £20 billion']",£40000.0 million,918,2
University of Nottingham,10007154,East Midlands,27,Area Studies,29893,"
    Recovering Art: Influencing Curatorial and Archival Practice Around the
      Collection and Display of Lost and Neglected Black and Latino Art
    ",D,3.633,High,5.0,11.259277180406258,13.067328643966547,20.958672407161707,24.031154289968363,0.2354,-0.5166,0.1779,0.6597,0.7301,23,10,8,[],,995,2
University of Nottingham,10007154,East Midlands,27,Area Studies,29893,"
    Recovering Art: Influencing Curatorial and Archival Practice Around the
      Collection and Display of Lost and Neglected Black and Latino Art
    ",D,2.9670000000000005,High,5.0,11.259277180406258,13.067328643966547,20.958672407161707,24.031154289968363,0.2354,-0.5166,0.1779,0.6597,0.7301,23,10,8,[],,995,2
University of Glasgow,10007794,Scotland,27,Area Studies,32233,"
    Shaping national and international debate on minority rights in Central
      and Eastern Europe
    ",D,2.8,Low,10.0,6.706357388316178,13.379408591065294,20.39907203722886,21.28540702656384,0.2019,-0.2095,0.0,0.5834,0.8088,23,7,15,[],,1167,2
